Product_ID,Category,Product_Name,Price_MYR,Store_Location
P0345,Prescription Lenses,High-Index Ultra Lens,236.58,SKS Larkin Junction Mall
P0346,Professional Services,Contact Lens Fitting,105.29,Giant Nilai
P0347,Luxury Sunglasses,UVShield Sunglasses,179.98,Aeon Big Wangsa Maju
P0348,Professional Services,Contact Lens Fitting,90.66,KIP Mall Desa Coalfields
P0349,Luxury Sunglasses,UVShield Sunglasses,197.97,Lotus's Shah Alam
P0350,Luxury Sunglasses,Elite Polarized Shades,206.44,Aeon Big Wangsa Maju
P0351,Contact Lens Solutions,VisionPlus Monthly Lens,173.52,Paya Bunga Square
P0352,Professional Services,Contact Lens Fitting,110.71,Lotus's Mergong
P0353,Professional Services,Frame Adjustment Service,88.59,Mydin USJ
P0354,Contact Lens Solutions,Toric Precision Lens,178.45,Mydin USJ
P0355,Prescription Lenses,Progressive OptiView Lens,280.01,Lotus's Shah Alam
P0356,Contact Lens Solutions,HydraSoft Daily Lens,176.76,Giant Plentong
P0357,Prescription Lenses,Photochromic Smart Lens,87.25,Giant Seri Kembangan
P0358,Professional Services,Contact Lens Fitting,35.68,Mitsui Outlet Park
P0359,Contact Lens Solutions,Toric Precision Lens,124.52,Lotus's Rimbayu
P0360,Professional Services,Vision Care Consultation,96.54,Aeon Mall Kota Bharu
P0361,Designer Frames,Vista Titanium Frame,322.58,Mitsui Outlet Park
P0362,Luxury Sunglasses,UVShield Sunglasses,377.61,Lalaport Bukit Bintang
P0363,Contact Lens Solutions,MultiFocus Comfort Lens,92.56,Lotus's Seberang Jaya
P0364,Prescription Lenses,High-Index Ultra Lens,174.82,Aeon Mall Nilai
P0365,Designer Frames,Urban Acetate Frame,167.63,Lotus's Kulai
P0366,Designer Frames,AeroFlex Frame,238.97,Aeon Mall Nilai
P0367,Contact Lens Solutions,HydraSoft Daily Lens,154.57,Freeport A'Famosa Outlet
P0368,Designer Frames,Urban Acetate Frame,211.74,Mydin USJ
P0369,Designer Frames,AeroFlex Frame,446.08,Freeport A'Famosa Outlet
P0370,Prescription Lenses,Single Vision Lens,201.78,Aeon Big Wangsa Maju
P0371,Professional Services,Vision Care Consultation,87.55,Mydin Gong Badak
P0372,Luxury Sunglasses,Vista SunPro,269.61,Mayang Mall Mercato
P0373,Designer Frames,Urban Acetate Frame,158.04,Giant Plentong
P0374,Contact Lens Solutions,ClearDay Daily Lens,163.46,Freeport A'Famosa Outlet
P0375,Designer Frames,Urban Acetate Frame,154.33,Giant Jerteh
P0376,Contact Lens Solutions,Toric Precision Lens,129.91,Mitsui Outlet Park
P0377,Designer Frames,Titan Edge Frame,374.89,Paya Bunga Square
P0378,Designer Frames,Classic Optical Frame,290.35,Freeport A'Famosa Outlet
P0379,Designer Frames,Classic Optical Frame,387.92,Lalaport Outlet Bukit Bintang
P0380,Luxury Sunglasses,AeroShade Sunglasses,264.62,Lotus's Bahau
P0381,Prescription Lenses,BlueGuard Digital Lens,222.13,Mitsui Outlet Park
P0382,Luxury Sunglasses,AeroShade Sunglasses,367.24,Mydin Tunjong Kota Bharu
P0383,Prescription Lenses,BlueGuard Digital Lens,205.34,Mayang Mall Mercato
P0384,Prescription Lenses,Progressive OptiView Lens,119.98,Melawati Mall
P0385,Prescription Lenses,High-Index Ultra Lens,332.42,Lotus's Seberang Jaya
P0386,Professional Services,Vision Care Consultation,43.27,KIP Mall Desa Coalfields
P0387,Designer Frames,AeroFlex Frame,198.43,Freeport A'Famosa Outlet
P0388,Luxury Sunglasses,PolarX Sunglasses,424.43,Aeon Mall Nilai
P0389,Designer Frames,Classic Optical Frame,387.51,Freeport A'Famosa Outlet
P0390,Luxury Sunglasses,Elite Polarized Shades,374.3,Melawati Mall
P0391,Designer Frames,AeroFlex Frame,296.36,Mydin Tunjong Kota Bharu
P0392,Prescription Lenses,Photochromic Smart Lens,295.33,Mydin Tunjong Kota Bharu
P0393,Designer Frames,Vista Titanium Frame,371.43,Mydin Kuala Terengganu
P0394,Designer Frames,Classic Optical Frame,294.0,Mayang Mall Mercato
P0395,Designer Frames,Urban Acetate Frame,438.41,Mydin USJ
P0396,Designer Frames,AeroFlex Frame,401.14,Giant Jerteh
P0397,Professional Services,Contact Lens Fitting,39.41,KIP Mall Desa Coalfields
P0398,Luxury Sunglasses,Vista SunPro,287.25,KIP Mall Desa Coalfields
P0399,Prescription Lenses,High-Index Ultra Lens,272.82,Mydin Jengka
P0400,Professional Services,Contact Lens Fitting,37.03,Lotus's Kulai
P0401,Luxury Sunglasses,AeroShade Sunglasses,165.61,Mitsui Outlet Park
P0402,Prescription Lenses,Progressive OptiView Lens,207.76,Giant Plentong
P0403,Professional Services,Vision Care Consultation,35.66,Lotus's Mergong
P0404,Contact Lens Solutions,MultiFocus Comfort Lens,55.34,Lalaport Bukit Bintang
P0405,Luxury Sunglasses,Vista SunPro,282.61,Mydin Jengka
P0406,Contact Lens Solutions,MultiFocus Comfort Lens,151.35,Lotus's Desa Tebrau
P0407,Contact Lens Solutions,ClearDay Daily Lens,101.03,Aeon Big Bukit Rimau
P0408,Prescription Lenses,Photochromic Smart Lens,100.72,Toppen Shopping Centre
P0409,Contact Lens Solutions,MultiFocus Comfort Lens,97.62,Giant Jerteh
P0410,Luxury Sunglasses,AeroShade Sunglasses,294.61,Mydin USJ
P0411,Designer Frames,Urban Acetate Frame,275.2,Freeport A'Famosa Outlet
P0412,Designer Frames,Titan Edge Frame,133.5,Aeon Big Wangsa Maju
P0413,Contact Lens Solutions,MultiFocus Comfort Lens,122.7,Lotus's Seberang Jaya
P0414,Designer Frames,Urban Acetate Frame,226.21,Giant Seri Kembangan
P0415,Prescription Lenses,BlueGuard Digital Lens,294.7,Mydin Jengka
P0416,Professional Services,Vision Care Consultation,104.4,Lotus's Mergong
P0417,Luxury Sunglasses,Vista SunPro,448.54,Giant Jerteh
P0418,Contact Lens Solutions,Toric Precision Lens,95.25,Aeon Big Wangsa Maju
P0419,Professional Services,Personal Styling Consultation,111.62,Giant Seri Kembangan
P0420,Professional Services,Contact Lens Fitting,46.85,Toppen Shopping Centre
P0421,Designer Frames,AeroFlex Frame,378.72,Lotus's Rimbayu
P0422,Professional Services,Vision Care Consultation,37.49,Toppen Shopping Centre
P0423,Professional Services,Contact Lens Fitting,118.36,Giant Jerteh
P0424,Luxury Sunglasses,Vista SunPro,187.25,Giant Kuantan
P0425,Luxury Sunglasses,Elite Polarized Shades,307.46,Lalaport Bukit Bintang
P0426,Prescription Lenses,Photochromic Smart Lens,231.34,Mydin Gong Badak
P0427,Luxury Sunglasses,Vista SunPro,355.52,Aeon Big Wangsa Maju
P0428,Prescription Lenses,High-Index Ultra Lens,332.53,KIP Mall Desa Coalfields
P0429,Luxury Sunglasses,Vista SunPro,205.8,Lotus's Mergong
P0430,Professional Services,Frame Adjustment Service,115.69,Lotus's Mergong
P0431,Professional Services,Personal Styling Consultation,35.56,Giant Jerteh
P0432,Designer Frames,Vista Titanium Frame,268.36,Paya Bunga Square
P0433,Prescription Lenses,Single Vision Lens,88.57,Giant Seri Kembangan
P0434,Contact Lens Solutions,MultiFocus Comfort Lens,167.81,Paya Bunga Square
P0435,Prescription Lenses,Single Vision Lens,220.3,Paya Bunga Square
P0436,Designer Frames,Vista Titanium Frame,140.3,Mydin Jengka
P0437,Contact Lens Solutions,VisionPlus Monthly Lens,118.67,KIP Mall Desa Coalfields
P0438,Luxury Sunglasses,Elite Polarized Shades,256.61,Mayang Mall Mercato
P0439,Contact Lens Solutions,MultiFocus Comfort Lens,46.71,Toppen Shopping Centre
P0440,Designer Frames,Titan Edge Frame,294.68,Lotus's Bahau
P0441,Designer Frames,AeroFlex Frame,388.24,Mydin Kuala Terengganu
P0442,Professional Services,Frame Adjustment Service,96.3,Mydin Jengka
P0443,Designer Frames,Titan Edge Frame,300.11,Mydin Gong Badak
P0444,Prescription Lenses,Photochromic Smart Lens,207.38,SKS Larkin Junction Mall
P0445,Professional Services,Personal Styling Consultation,77.53,Melawati Mall
P0446,Luxury Sunglasses,PolarX Sunglasses,190.09,Giant Jerteh
P0447,Designer Frames,Titan Edge Frame,125.91,Giant Seri Kembangan
P0448,Prescription Lenses,Progressive OptiView Lens,226.31,Mydin Kuala Terengganu
P0449,Contact Lens Solutions,Toric Precision Lens,44.21,Paya Bunga Square
P0450,Designer Frames,Urban Acetate Frame,294.91,Lotus's Rimbayu
P0451,Prescription Lenses,BlueGuard Digital Lens,155.26,Giant Kuantan
P0452,Designer Frames,Classic Optical Frame,224.28,Mydin Gong Badak
P0453,Professional Services,Contact Lens Fitting,77.92,Giant Kuantan
P0454,Luxury Sunglasses,Vista SunPro,476.37,Lotus's Seberang Jaya
P0455,Designer Frames,Urban Acetate Frame,445.78,Melawati Mall
P0456,Luxury Sunglasses,PolarX Sunglasses,265.07,Mydin Tunjong Kota Bharu
P0457,Designer Frames,Classic Optical Frame,122.45,Lalaport Bukit Bintang
P0458,Prescription Lenses,High-Index Ultra Lens,293.1,Lotus's Shah Alam
P0459,Designer Frames,AeroFlex Frame,319.43,Giant Jerteh
P0460,Luxury Sunglasses,PolarX Sunglasses,159.45,Giant Plentong
P0461,Professional Services,Personal Styling Consultation,82.2,Giant Seri Kembangan
P0462,Professional Services,Contact Lens Fitting,54.2,Giant Nilai
P0463,Contact Lens Solutions,VisionPlus Monthly Lens,124.04,SKS Larkin Junction Mall
P0464,Contact Lens Solutions,VisionPlus Monthly Lens,55.13,Aeon Mall Nilai
P0465,Designer Frames,AeroFlex Frame,212.75,Giant Nilai
P0466,Prescription Lenses,Progressive OptiView Lens,97.87,Lalaport Outlet Bukit Bintang
P0467,Prescription Lenses,Single Vision Lens,259.91,Aeon Big Bukit Rimau
P0468,Professional Services,Vision Care Consultation,94.63,Aeon Mall Nilai
P0469,Designer Frames,Vista Titanium Frame,128.96,Mydin Kuala Terengganu
P0470,Designer Frames,Vista Titanium Frame,187.29,Paya Bunga Square
P0471,Prescription Lenses,High-Index Ultra Lens,200.16,KIP Mall Desa Coalfields
P0472,Prescription Lenses,Single Vision Lens,320.19,Mydin Tunjong Kota Bharu
P0473,Professional Services,Personal Styling Consultation,55.14,Paya Bunga Square
P0474,Contact Lens Solutions,MultiFocus Comfort Lens,73.31,Mydin USJ
P0475,Luxury Sunglasses,PolarX Sunglasses,205.92,Mydin Jengka
P0476,Designer Frames,Vista Titanium Frame,142.88,Giant Seri Kembangan
P0477,Contact Lens Solutions,ClearDay Daily Lens,66.34,Lotus's Bahau
P0478,Contact Lens Solutions,ClearDay Daily Lens,80.39,Mydin Tunjong Kota Bharu
P0479,Contact Lens Solutions,Toric Precision Lens,67.03,Aeon Mall Kota Bharu
P0480,Prescription Lenses,Single Vision Lens,183.03,Toppen Shopping Centre
P0481,Designer Frames,Classic Optical Frame,206.77,Paya Bunga Square
P0482,Professional Services,Contact Lens Fitting,52.71,Lotus's Kulai
P0483,Designer Frames,Vista Titanium Frame,439.0,Giant Seri Kembangan
P0484,Professional Services,Vision Care Consultation,30.51,Mydin Gong Badak
P0485,Prescription Lenses,BlueGuard Digital Lens,343.25,Mitsui Outlet Park
P0486,Designer Frames,AeroFlex Frame,219.03,Melawati Mall
P0487,Professional Services,Contact Lens Fitting,110.86,Mitsui Outlet Park
P0488,Luxury Sunglasses,AeroShade Sunglasses,431.76,Lotus's Bahau
P0489,Luxury Sunglasses,Elite Polarized Shades,423.72,Giant Plentong
P0490,Luxury Sunglasses,UVShield Sunglasses,383.96,Giant Nilai
P0491,Luxury Sunglasses,PolarX Sunglasses,197.52,Lotus's Mergong
P0492,Designer Frames,Vista Titanium Frame,157.28,Lalaport Bukit Bintang
P0493,Luxury Sunglasses,AeroShade Sunglasses,494.1,Lotus's Shah Alam
P0494,Designer Frames,Classic Optical Frame,200.25,Mydin Gong Badak
P0495,Luxury Sunglasses,AeroShade Sunglasses,251.73,Giant Nilai
P0496,Professional Services,Contact Lens Fitting,94.77,Giant Kuantan
P0497,Luxury Sunglasses,AeroShade Sunglasses,375.35,Giant Nilai
P0498,Designer Frames,Vista Titanium Frame,219.97,Mydin Gong Badak
P0499,Luxury Sunglasses,Vista SunPro,431.35,Lalaport Bukit Bintang
P0500,Designer Frames,Classic Optical Frame,417.55,Lalaport Bukit Bintang
