product_id,product_name,category,product_type,brand,price_myr,description,frame_material,frame_shape,frame_color,gender,uv_protection,polarized,lens_color,frame_style,lens_type,lens_feature,lens_duration,multifocal,store_location,city,stock_status,rating,bestseller,new_arrival
P0104,Oakley Premium Frame 104,Frames,Designer Frames,Tom Ford,392.01,Designer eyewear frame crafted with premium materials,titanium,round,brown,unisex,no,no,blue light filter clear,oversized,progressive,anti-reflective coating,2 years,yes,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.3,yes,yes
P0105,Prada Premium Frame 105,Frames,Designer Frames,Dior,458.5,Designer eyewear frame crafted with premium materials,titanium,square,black,men,no,no,anti-reflective clear,round,plano,UV coating,1 year,no,Aeon Mall Nilai,Nilai,low_stock,4.7,no,no
P0106,Prada Premium Frame 106,Frames,Designer Frames,Bossini,387.56,Designer eyewear frame crafted with premium materials,metal,aviator,tortoise,unisex,no,no,anti-reflective clear,aviator,progressive,blue light protection,1 year,yes,Melawati Mall,Kuala Lumpur,low_stock,4.5,no,no
P0107,Saint Laurent Premium Frame 107,Frames,Designer Frames,Saint Laurent,552.81,Designer eyewear frame crafted with premium materials,metal,round,black,unisex,no,no,clear,round,single vision,anti-reflective coating,2 years,no,Mitsui Outlet Park,Sepang,low_stock,4.5,yes,no
P0108,Oakley Premium Frame 108,Frames,Designer Frames,Projekt Produkt,625.75,Designer eyewear frame crafted with premium materials,acetate,rectangle,black,women,no,no,clear,aviator,progressive,anti-reflective + blue light,1 year,yes,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.0,no,no
P0109,Persol Premium Frame 109,Frames,Designer Frames,Persol,854.87,Designer eyewear frame crafted with premium materials,metal,rectangle,tortoise,unisex,no,no,clear,aviator,single vision,blue light protection,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.1,yes,no
P0110,Dior Premium Frame 110,Frames,Designer Frames,Prada,533.35,Designer eyewear frame crafted with premium materials,titanium,square,tortoise,women,no,no,blue light filter clear,round,single vision,anti-reflective coating,1 year,no,Melawati Mall,Kuala Lumpur,in_stock,4.5,yes,no
P0111,Oakley Premium Frame 111,Frames,Designer Frames,Prada,718.56,Designer eyewear frame crafted with premium materials,titanium,cat-eye,black,unisex,no,no,clear,round,progressive,UV coating,2 years,yes,Mitsui Outlet Park,Sepang,low_stock,4.0,no,yes
P0112,Oakley Premium Frame 112,Frames,Designer Frames,Projekt Produkt,455.6,Designer eyewear frame crafted with premium materials,acetate,square,black,women,no,no,clear,aviator,single vision,blue light protection,2 years,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.6,yes,no
P0113,Tom Ford Premium Frame 113,Frames,Designer Frames,Tom Ford,807.24,Designer eyewear frame crafted with premium materials,titanium,square,silver,men,no,no,clear,round,single vision,blue light protection,2 years,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.6,yes,no
P0114,Bossini Premium Frame 114,Frames,Designer Frames,Versace,643.71,Designer eyewear frame crafted with premium materials,metal,rectangle,gold,women,no,no,light tint,round,single vision,blue light protection,1 year,no,Melawati Mall,Kuala Lumpur,low_stock,4.7,no,no
P0115,Burberry Premium Frame 115,Frames,Designer Frames,Prada,830.15,Designer eyewear frame crafted with premium materials,acetate,rectangle,tortoise,unisex,no,no,clear,aviator,single vision,anti-reflective + blue light,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.3,yes,no
P0116,Acuvue Premium Frame 116,Frames,Designer Frames,Prada,807.08,Designer eyewear frame crafted with premium materials,acetate,square,silver,women,no,no,anti-reflective clear,aviator,single vision,blue light protection,1 year,no,Mitsui Outlet Park,Sepang,low_stock,4.0,no,yes
P0117,Cartier Premium Frame 117,Frames,Designer Frames,Persol,473.5,Designer eyewear frame crafted with premium materials,metal,round,tortoise,men,no,no,anti-reflective clear,oversized,single vision,blue light protection,1 year,no,Mitsui Outlet Park,Sepang,in_stock,4.3,no,yes
P0118,Bossini Premium Frame 118,Frames,Designer Frames,Gucci,848.22,Designer eyewear frame crafted with premium materials,acetate,aviator,gold,men,no,no,anti-reflective clear,round,progressive,blue light protection,2 years,yes,Mitsui Outlet Park,Sepang,in_stock,4.7,yes,no
P0119,Saint Laurent Premium Frame 119,Frames,Designer Frames,Versace,580.9,Designer eyewear frame crafted with premium materials,titanium,rectangle,black,men,no,no,clear,round,single vision,blue light protection,2 years,no,Aeon Mall Nilai,Nilai,in_stock,4.6,yes,yes
P0120,Oliver Peoples Premium Frame 120,Frames,Designer Frames,Gucci,688.15,Designer eyewear frame crafted with premium materials,acetate,cat-eye,silver,men,no,no,light tint,aviator,plano,UV coating,1 year,no,Melawati Mall,Kuala Lumpur,low_stock,4.1,yes,no
P0121,Saint Laurent Premium Frame 121,Frames,Designer Frames,Gentle Monster,889.57,Designer eyewear frame crafted with premium materials,metal,round,tortoise,men,no,no,light tint,square,plano,blue light protection,1 year,no,Mitsui Outlet Park,Sepang,in_stock,4.7,yes,no
P0122,Saint Laurent Premium Frame 122,Frames,Designer Frames,Persol,650.31,Designer eyewear frame crafted with premium materials,titanium,square,silver,unisex,no,no,light tint,round,progressive,photochromic,1 year,yes,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.7,yes,no
P0123,RayBan Premium Frame 123,Frames,Designer Frames,Burberry,374.09,Designer eyewear frame crafted with premium materials,acetate,round,tortoise,women,no,no,clear,round,single vision,photochromic,2 years,no,Aeon Mall Nilai,Nilai,low_stock,4.2,yes,no
P0124,Saint Laurent Premium Frame 124,Frames,Designer Frames,Oakley,500.27,Designer eyewear frame crafted with premium materials,metal,rectangle,silver,unisex,no,no,clear,round,progressive,scratch-resistant,2 years,yes,Melawati Mall,Kuala Lumpur,low_stock,4.3,yes,no
P0125,Persol Premium Frame 125,Frames,Designer Frames,Acuvue,496.7,Designer eyewear frame crafted with premium materials,acetate,rectangle,black,women,no,no,clear,oversized,plano,blue light protection,1 year,no,Mitsui Outlet Park,Sepang,low_stock,4.3,yes,no
P0126,RayBan Premium Frame 126,Frames,Designer Frames,Bossini,681.44,Designer eyewear frame crafted with premium materials,metal,square,silver,women,no,no,clear,round,progressive,scratch-resistant,2 years,yes,Melawati Mall,Kuala Lumpur,in_stock,4.7,no,no
P0127,Saint Laurent Premium Frame 127,Frames,Designer Frames,Cartier,719.15,Designer eyewear frame crafted with premium materials,metal,aviator,brown,unisex,no,no,clear,oversized,plano,photochromic,1 year,no,Melawati Mall,Kuala Lumpur,in_stock,4.1,no,yes
P0128,Cartier Premium Frame 128,Frames,Designer Frames,Versace,778.18,Designer eyewear frame crafted with premium materials,metal,aviator,silver,unisex,no,no,clear,aviator,progressive,blue light protection,1 year,yes,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.6,no,no
P0129,Cartier Premium Frame 129,Frames,Designer Frames,Prada,641.2,Designer eyewear frame crafted with premium materials,metal,aviator,tortoise,men,no,no,clear,aviator,progressive,scratch-resistant,2 years,yes,Mitsui Outlet Park,Sepang,in_stock,4.7,no,no
P0130,Dior Premium Frame 130,Frames,Designer Frames,Dior,737.22,Designer eyewear frame crafted with premium materials,acetate,cat-eye,tortoise,unisex,no,no,light tint,round,single vision,scratch-resistant,1 year,no,Aeon Mall Nilai,Nilai,in_stock,4.1,yes,no
P0131,Bossini Premium Frame 131,Frames,Designer Frames,Cartier,795.78,Designer eyewear frame crafted with premium materials,metal,aviator,black,unisex,no,no,clear,square,bifocal,blue light protection,1 year,yes,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.8,yes,no
P0132,Bottega Veneta Premium Frame 132,Frames,Designer Frames,Burberry,785.64,Designer eyewear frame crafted with premium materials,acetate,rectangle,black,women,no,no,blue light filter clear,square,single vision,anti-reflective + blue light,2 years,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.7,yes,yes
P0133,RayBan Premium Frame 133,Frames,Designer Frames,Gentle Monster,899.78,Designer eyewear frame crafted with premium materials,titanium,rectangle,brown,women,no,no,light tint,round,progressive,anti-reflective coating,1 year,yes,Aeon Mall Nilai,Nilai,in_stock,4.1,no,yes
P0134,Bossini Premium Frame 134,Frames,Designer Frames,Acuvue,539.48,Designer eyewear frame crafted with premium materials,titanium,cat-eye,gold,men,no,no,clear,round,plano,photochromic,2 years,no,Mitsui Outlet Park,Sepang,in_stock,4.7,yes,no
P0135,Tom Ford Premium Frame 135,Frames,Designer Frames,Oakley,864.11,Designer eyewear frame crafted with premium materials,acetate,aviator,brown,women,no,no,light tint,aviator,single vision,hydrophobic coating,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.2,no,yes
P0136,Bausch & Lomb Premium Frame 136,Frames,Designer Frames,Cartier,626.42,Designer eyewear frame crafted with premium materials,acetate,cat-eye,brown,men,no,no,clear,oversized,progressive,anti-reflective coating,1 year,yes,Melawati Mall,Kuala Lumpur,low_stock,4.8,yes,yes
P0137,Saint Laurent Premium Frame 137,Frames,Designer Frames,Dior,708.12,Designer eyewear frame crafted with premium materials,titanium,rectangle,brown,unisex,no,no,blue light filter clear,aviator,single vision,scratch-resistant,1 year,no,Aeon Mall Nilai,Nilai,low_stock,4.8,no,no
P0138,Versace Premium Frame 138,Frames,Designer Frames,Gentle Monster,513.59,Designer eyewear frame crafted with premium materials,acetate,round,gold,women,no,no,clear,round,bifocal,anti-reflective coating,1 year,yes,Mitsui Outlet Park,Sepang,low_stock,4.4,no,yes
P0139,Oakley Premium Frame 139,Frames,Designer Frames,Persol,886.46,Designer eyewear frame crafted with premium materials,acetate,aviator,brown,unisex,no,no,anti-reflective clear,aviator,single vision,scratch-resistant,1 year,no,Melawati Mall,Kuala Lumpur,low_stock,4.2,yes,no
P0140,Versace Premium Frame 140,Frames,Designer Frames,Prada,403.25,Designer eyewear frame crafted with premium materials,metal,rectangle,brown,women,no,no,clear,oversized,plano,photochromic,1 year,no,Mitsui Outlet Park,Sepang,in_stock,4.7,no,yes
P0141,Projekt Produkt Premium Frame 141,Frames,Designer Frames,Acuvue,606.75,Designer eyewear frame crafted with premium materials,metal,rectangle,black,men,no,no,clear,round,single vision,blue light protection,2 years,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.9,yes,no
P0142,Saint Laurent Premium Frame 142,Frames,Designer Frames,RayBan,622.19,Designer eyewear frame crafted with premium materials,titanium,rectangle,tortoise,unisex,no,no,clear,aviator,plano,anti-reflective coating,1 year,no,Aeon Mall Nilai,Nilai,in_stock,4.4,no,no
P0143,Persol Premium Frame 143,Frames,Designer Frames,Saint Laurent,570.32,Designer eyewear frame crafted with premium materials,titanium,cat-eye,gold,women,no,no,blue light filter clear,square,plano,anti-reflective coating,1 year,no,Mitsui Outlet Park,Sepang,in_stock,4.3,no,no
P0144,Prada Premium Frame 144,Frames,Designer Frames,Bottega Veneta,566.65,Designer eyewear frame crafted with premium materials,metal,cat-eye,tortoise,men,no,no,light tint,oversized,progressive,blue light protection,1 year,yes,Aeon Mall Nilai,Nilai,low_stock,4.5,yes,yes
P0145,Oakley Premium Frame 145,Frames,Designer Frames,Projekt Produkt,635.63,Designer eyewear frame crafted with premium materials,acetate,cat-eye,brown,men,no,no,clear,square,bifocal,blue light protection,1 year,yes,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.1,no,no
P0146,RayBan Premium Frame 146,Frames,Designer Frames,Projekt Produkt,798.66,Designer eyewear frame crafted with premium materials,metal,aviator,black,women,no,no,clear,square,bifocal,anti-reflective coating,1 year,yes,Mitsui Outlet Park,Sepang,in_stock,4.5,no,yes
P0147,Projekt Produkt Premium Frame 147,Frames,Designer Frames,Tom Ford,638.33,Designer eyewear frame crafted with premium materials,titanium,cat-eye,silver,men,no,no,clear,oversized,plano,blue light protection,2 years,no,Aeon Mall Nilai,Nilai,in_stock,4.5,yes,yes
P0148,Bossini Premium Frame 148,Frames,Designer Frames,Oakley,580.33,Designer eyewear frame crafted with premium materials,metal,square,silver,unisex,no,no,clear,round,single vision,blue light protection,1 year,no,Aeon Mall Nilai,Nilai,in_stock,4.6,yes,no
P0149,Acuvue Premium Frame 149,Frames,Designer Frames,Gentle Monster,522.56,Designer eyewear frame crafted with premium materials,acetate,rectangle,brown,women,no,no,clear,square,progressive,UV coating,2 years,yes,Mitsui Outlet Park,Sepang,low_stock,4.5,yes,yes
P0150,Bausch & Lomb Premium Frame 150,Frames,Designer Frames,RayBan,473.68,Designer eyewear frame crafted with premium materials,metal,aviator,gold,unisex,no,no,clear,round,single vision,UV coating,2 years,no,Melawati Mall,Kuala Lumpur,low_stock,4.4,no,no
P0151,Bausch & Lomb Premium Frame 151,Frames,Designer Frames,Gentle Monster,842.67,Designer eyewear frame crafted with premium materials,metal,aviator,gold,women,no,no,anti-reflective clear,aviator,progressive,UV coating,1 year,yes,Aeon Mall Nilai,Nilai,low_stock,4.9,yes,no
P0152,Dior Premium Frame 152,Frames,Designer Frames,Projekt Produkt,467.69,Designer eyewear frame crafted with premium materials,titanium,aviator,brown,unisex,no,no,anti-reflective clear,square,single vision,anti-reflective coating,1 year,no,Mitsui Outlet Park,Sepang,in_stock,4.1,yes,yes
P0153,Acuvue Premium Frame 153,Frames,Designer Frames,Versace,700.87,Designer eyewear frame crafted with premium materials,acetate,round,silver,women,no,no,clear,round,progressive,anti-reflective + blue light,1 year,yes,Aeon Mall Nilai,Nilai,in_stock,4.6,yes,yes
P0154,Oliver Peoples Premium Frame 154,Frames,Designer Frames,Projekt Produkt,612.6,Designer eyewear frame crafted with premium materials,acetate,aviator,tortoise,women,no,no,light tint,aviator,progressive,photochromic,2 years,yes,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.6,yes,yes
P0155,Oliver Peoples Premium Frame 155,Frames,Designer Frames,Tom Ford,863.66,Designer eyewear frame crafted with premium materials,acetate,rectangle,silver,men,no,no,clear,square,progressive,blue light protection,1 year,yes,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.0,yes,no
P0156,Bossini Premium Frame 156,Frames,Designer Frames,Bausch & Lomb,638.38,Designer eyewear frame crafted with premium materials,acetate,cat-eye,silver,women,no,no,light tint,oversized,progressive,blue light protection,2 years,yes,Melawati Mall,Kuala Lumpur,in_stock,4.3,no,no
P0157,Gucci Premium Frame 157,Frames,Designer Frames,Oakley,784.92,Designer eyewear frame crafted with premium materials,titanium,square,gold,unisex,no,no,clear,round,bifocal,UV coating,2 years,yes,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.5,yes,no
P0158,Tom Ford Premium Frame 158,Frames,Designer Frames,Prada,612.6,Designer eyewear frame crafted with premium materials,acetate,round,tortoise,women,no,no,light tint,oversized,bifocal,blue light protection,2 years,yes,Aeon Mall Nilai,Nilai,low_stock,4.7,no,no
P0159,Dior Premium Frame 159,Frames,Designer Frames,Persol,731.02,Designer eyewear frame crafted with premium materials,acetate,round,silver,women,no,no,anti-reflective clear,oversized,progressive,photochromic,1 year,yes,Aeon Mall Nilai,Nilai,low_stock,4.6,no,yes
P0160,Persol Premium Frame 160,Frames,Designer Frames,Versace,470.52,Designer eyewear frame crafted with premium materials,acetate,rectangle,gold,women,no,no,anti-reflective clear,square,progressive,hydrophobic coating,2 years,yes,Melawati Mall,Kuala Lumpur,low_stock,4.6,no,yes
P0161,Cartier Premium Frame 161,Frames,Designer Frames,Acuvue,595.71,Designer eyewear frame crafted with premium materials,titanium,aviator,black,unisex,no,no,clear,aviator,plano,blue light protection,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.7,yes,yes
P0162,Oakley Premium Frame 162,Frames,Designer Frames,Acuvue,593.01,Designer eyewear frame crafted with premium materials,titanium,square,brown,women,no,no,blue light filter clear,aviator,single vision,blue light protection,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.7,no,yes
P0163,Bossini Premium Frame 163,Frames,Designer Frames,Saint Laurent,657.34,Designer eyewear frame crafted with premium materials,titanium,aviator,black,women,no,no,clear,square,single vision,hydrophobic coating,1 year,no,Mitsui Outlet Park,Sepang,in_stock,4.7,yes,yes
P0164,Persol Premium Frame 164,Frames,Designer Frames,Cartier,647.64,Designer eyewear frame crafted with premium materials,acetate,round,silver,men,no,no,clear,square,single vision,photochromic,2 years,no,Mitsui Outlet Park,Sepang,low_stock,4.2,yes,no
P0165,Gentle Monster Premium Frame 165,Frames,Designer Frames,Bossini,828.29,Designer eyewear frame crafted with premium materials,metal,rectangle,black,unisex,no,no,light tint,oversized,progressive,blue light protection,2 years,yes,Melawati Mall,Kuala Lumpur,low_stock,4.1,no,yes
P0166,Gucci Premium Frame 166,Frames,Designer Frames,Gucci,888.17,Designer eyewear frame crafted with premium materials,metal,cat-eye,silver,unisex,no,no,clear,round,single vision,anti-reflective + blue light,2 years,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.2,no,yes
P0167,Burberry Premium Frame 167,Frames,Designer Frames,Bottega Veneta,367.72,Designer eyewear frame crafted with premium materials,titanium,rectangle,brown,men,no,no,anti-reflective clear,oversized,bifocal,anti-reflective + blue light,1 year,yes,Melawati Mall,Kuala Lumpur,in_stock,4.1,yes,no
P0168,Versace Premium Frame 168,Frames,Designer Frames,Saint Laurent,571.25,Designer eyewear frame crafted with premium materials,acetate,cat-eye,gold,men,no,no,anti-reflective clear,oversized,progressive,photochromic,2 years,yes,Aeon Mall Nilai,Nilai,low_stock,4.2,no,no
P0169,RayBan Premium Frame 169,Frames,Designer Frames,Prada,892.13,Designer eyewear frame crafted with premium materials,titanium,square,silver,women,no,no,clear,square,single vision,UV coating,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.5,yes,no
P0170,Saint Laurent Premium Frame 170,Frames,Designer Frames,Persol,867.87,Designer eyewear frame crafted with premium materials,titanium,rectangle,brown,women,no,no,blue light filter clear,round,plano,blue light protection,1 year,no,Mitsui Outlet Park,Sepang,low_stock,4.1,no,yes
P0171,Versace Premium Frame 171,Frames,Designer Frames,Versace,515.41,Designer eyewear frame crafted with premium materials,titanium,square,silver,men,no,no,clear,round,bifocal,blue light protection,2 years,yes,Mitsui Outlet Park,Sepang,low_stock,4.5,yes,no
P0172,Dior Premium Frame 172,Frames,Designer Frames,Burberry,531.64,Designer eyewear frame crafted with premium materials,acetate,rectangle,tortoise,men,no,no,clear,oversized,single vision,photochromic,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.2,yes,yes
P0173,Bausch & Lomb Premium Frame 173,Frames,Designer Frames,Burberry,613.67,Designer eyewear frame crafted with premium materials,metal,aviator,black,men,no,no,clear,oversized,single vision,anti-reflective coating,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.7,no,yes
P0174,Gentle Monster Premium Frame 174,Frames,Designer Frames,Versace,653.64,Designer eyewear frame crafted with premium materials,metal,rectangle,silver,unisex,no,no,blue light filter clear,square,single vision,UV coating,2 years,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.2,no,no
P0175,Projekt Produkt Premium Frame 175,Frames,Designer Frames,Oakley,852.88,Designer eyewear frame crafted with premium materials,metal,aviator,silver,men,no,no,clear,oversized,single vision,scratch-resistant,1 year,no,Aeon Mall Nilai,Nilai,in_stock,4.0,no,no
P0176,Burberry Premium Frame 176,Frames,Designer Frames,Oakley,476.51,Designer eyewear frame crafted with premium materials,titanium,square,silver,unisex,no,no,clear,square,single vision,blue light protection,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.7,no,no
P0177,Tom Ford Premium Frame 177,Frames,Designer Frames,Persol,443.1,Designer eyewear frame crafted with premium materials,titanium,cat-eye,silver,men,no,no,clear,aviator,plano,photochromic,1 year,no,Mitsui Outlet Park,Sepang,in_stock,4.8,yes,yes
P0178,Oliver Peoples Premium Frame 178,Frames,Designer Frames,Prada,813.4,Designer eyewear frame crafted with premium materials,acetate,round,gold,men,no,no,blue light filter clear,oversized,single vision,blue light protection,1 year,no,Aeon Mall Nilai,Nilai,low_stock,4.3,no,no
P0179,Gucci Premium Frame 179,Frames,Designer Frames,Bausch & Lomb,653.4,Designer eyewear frame crafted with premium materials,acetate,round,brown,unisex,no,no,anti-reflective clear,square,single vision,anti-reflective + blue light,2 years,no,Aeon Mall Nilai,Nilai,low_stock,4.0,no,yes
P0180,Bottega Veneta Premium Frame 180,Frames,Designer Frames,Acuvue,431.89,Designer eyewear frame crafted with premium materials,acetate,cat-eye,brown,women,no,no,anti-reflective clear,square,bifocal,blue light protection,2 years,yes,Aeon Mall Nilai,Nilai,low_stock,4.7,yes,no
P0181,Bossini Premium Frame 181,Frames,Designer Frames,Versace,894.63,Designer eyewear frame crafted with premium materials,acetate,aviator,black,unisex,no,no,anti-reflective clear,aviator,progressive,photochromic,1 year,yes,Mitsui Outlet Park,Sepang,in_stock,4.4,no,no
P0182,Gucci Premium Frame 182,Frames,Designer Frames,Tom Ford,395.48,Designer eyewear frame crafted with premium materials,metal,aviator,brown,men,no,no,anti-reflective clear,aviator,plano,photochromic,1 year,no,Aeon Mall Nilai,Nilai,in_stock,4.2,no,no
P0183,Cartier Premium Frame 183,Frames,Designer Frames,Dior,844.62,Designer eyewear frame crafted with premium materials,titanium,round,gold,women,no,no,clear,aviator,bifocal,anti-reflective coating,1 year,yes,Aeon Mall Nilai,Nilai,in_stock,4.5,no,yes
P0184,Tom Ford Premium Frame 184,Frames,Designer Frames,Versace,661.68,Designer eyewear frame crafted with premium materials,metal,cat-eye,tortoise,women,no,no,clear,oversized,progressive,UV coating,2 years,yes,Melawati Mall,Kuala Lumpur,in_stock,4.5,no,yes
P0185,Oliver Peoples Premium Frame 185,Frames,Designer Frames,Versace,811.27,Designer eyewear frame crafted with premium materials,metal,cat-eye,brown,unisex,no,no,anti-reflective clear,round,single vision,UV coating,2 years,no,Aeon Mall Nilai,Nilai,low_stock,4.0,no,no
P0186,Versace Premium Frame 186,Frames,Designer Frames,Persol,654.17,Designer eyewear frame crafted with premium materials,metal,rectangle,gold,unisex,no,no,light tint,round,plano,photochromic,2 years,no,Mitsui Outlet Park,Sepang,in_stock,4.7,no,yes
P0187,Cartier Premium Frame 187,Frames,Designer Frames,Dior,434.82,Designer eyewear frame crafted with premium materials,titanium,square,silver,women,no,no,clear,square,bifocal,UV coating,1 year,yes,Aeon Mall Nilai,Nilai,in_stock,4.1,no,no
P0188,Dior Premium Frame 188,Frames,Designer Frames,Bottega Veneta,422.88,Designer eyewear frame crafted with premium materials,acetate,rectangle,silver,unisex,no,no,clear,round,plano,hydrophobic coating,1 year,no,Melawati Mall,Kuala Lumpur,in_stock,4.0,no,yes
P0189,Gentle Monster Premium Frame 189,Frames,Designer Frames,Gucci,510.52,Designer eyewear frame crafted with premium materials,metal,round,brown,men,no,no,anti-reflective clear,oversized,single vision,anti-reflective coating,1 year,no,Melawati Mall,Kuala Lumpur,low_stock,4.2,no,no
P0190,Projekt Produkt Premium Frame 190,Frames,Designer Frames,Prada,384.8,Designer eyewear frame crafted with premium materials,metal,aviator,silver,women,no,no,clear,round,plano,photochromic,2 years,no,Melawati Mall,Kuala Lumpur,in_stock,4.3,yes,no
P0191,Bossini Premium Frame 191,Frames,Designer Frames,Bottega Veneta,424.52,Designer eyewear frame crafted with premium materials,acetate,rectangle,tortoise,unisex,no,no,blue light filter clear,round,progressive,blue light protection,1 year,yes,Lalaport Bukit Bintang,Kuala Lumpur,low_stock,4.4,no,yes
P0192,Oakley Premium Frame 192,Frames,Designer Frames,Burberry,613.46,Designer eyewear frame crafted with premium materials,acetate,rectangle,tortoise,women,no,no,clear,round,single vision,scratch-resistant,2 years,no,Melawati Mall,Kuala Lumpur,in_stock,4.3,no,no
P0193,Bottega Veneta Premium Frame 193,Frames,Designer Frames,Burberry,675.72,Designer eyewear frame crafted with premium materials,titanium,square,brown,men,no,no,clear,round,progressive,photochromic,2 years,yes,Melawati Mall,Kuala Lumpur,in_stock,4.4,no,yes
P0194,Projekt Produkt Premium Frame 194,Frames,Designer Frames,Prada,698.33,Designer eyewear frame crafted with premium materials,acetate,aviator,gold,unisex,no,no,anti-reflective clear,round,progressive,anti-reflective coating,1 year,yes,Mitsui Outlet Park,Sepang,low_stock,4.1,no,no
P0195,Bausch & Lomb Premium Frame 195,Frames,Designer Frames,Saint Laurent,784.9,Designer eyewear frame crafted with premium materials,metal,cat-eye,brown,unisex,no,no,clear,aviator,single vision,blue light protection,1 year,no,Mitsui Outlet Park,Sepang,in_stock,4.7,no,yes
P0196,Gentle Monster Premium Frame 196,Frames,Designer Frames,Oakley,881.14,Designer eyewear frame crafted with premium materials,metal,round,black,men,no,no,clear,square,progressive,anti-reflective + blue light,1 year,yes,Aeon Mall Nilai,Nilai,in_stock,4.5,yes,no
P0197,Gentle Monster Premium Frame 197,Frames,Designer Frames,Bossini,774.79,Designer eyewear frame crafted with premium materials,titanium,cat-eye,gold,women,no,no,light tint,aviator,plano,anti-reflective coating,1 year,no,Melawati Mall,Kuala Lumpur,low_stock,4.1,no,yes
P0198,Prada Premium Frame 198,Frames,Designer Frames,Persol,521.54,Designer eyewear frame crafted with premium materials,metal,square,brown,women,no,no,anti-reflective clear,square,single vision,UV coating,1 year,no,Aeon Mall Nilai,Nilai,low_stock,4.1,no,no
P0199,RayBan Premium Frame 199,Frames,Designer Frames,Saint Laurent,795.6,Designer eyewear frame crafted with premium materials,acetate,round,tortoise,unisex,no,no,clear,aviator,progressive,blue light protection,2 years,yes,Aeon Mall Nilai,Nilai,in_stock,4.8,yes,yes
P0200,Oakley Premium Frame 200,Frames,Designer Frames,Bausch & Lomb,584.5,Designer eyewear frame crafted with premium materials,metal,square,silver,unisex,no,no,clear,oversized,single vision,hydrophobic coating,1 year,no,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.6,no,no
P0201,Burberry Luxe Sunglasses 201,Sunglasses,Luxury Sunglasses,Bossini,873.76,Luxury sunglasses with UV protection,metal,round,gold,men,yes,no,green,aviator,plano,polarized coating,1 year,no,Aeon Mall Nilai,Nilai,in_stock,4.3,yes,no
P0202,Dior Luxe Sunglasses 202,Sunglasses,Luxury Sunglasses,Projekt Produkt,822.17,Luxury sunglasses with UV protection,titanium,aviator,brown,women,yes,no,green,square,progressive,polarized coating,2 years,yes,Aeon Mall Nilai,Nilai,low_stock,4.8,yes,no
P0203,Prada Luxe Sunglasses 203,Sunglasses,Luxury Sunglasses,Oakley,494.29,Luxury sunglasses with UV protection,metal,round,gold,women,yes,yes,gradient,round,single vision,anti-reflective,3+ years,no,Aeon Mall Nilai,Nilai,in_stock,4.5,no,yes
P0204,Bausch & Lomb Luxe Sunglasses 204,Sunglasses,Luxury Sunglasses,Tom Ford,843.93,Luxury sunglasses with UV protection,metal,aviator,gold,men,yes,no,gradient,aviator,plano,anti-reflective,1 year,no,Mitsui Outlet Park,Sepang,low_stock,4.9,no,yes
P0205,Gentle Monster Luxe Sunglasses 205,Sunglasses,Luxury Sunglasses,Bausch & Lomb,804.35,Luxury sunglasses with UV protection,metal,rectangle,silver,women,yes,no,gradient,oversized,progressive,polarized coating,3+ years,yes,Lalaport Bukit Bintang,Kuala Lumpur,in_stock,4.5,yes,no
P0206,Dior Luxe Sunglasses 206,Sunglasses,Luxury Sunglasses,Versace,830.09,Luxury sunglasses with UV protection,acetate,rectangle,brown,unisex,yes,no,green,aviator,single vision,mirror coating,3+ years,no,Aeon Mall Nilai,Nilai,low_stock,4.7,no,yes
P0207,Bausch & Lomb Luxe Sunglasses 207,Sunglasses,Luxury Sunglasses,Burberry,1191.82,Luxury sunglasses with UV protection,acetate,square,tortoise,men,yes,no,black,square,plano,photochromic,2 years,no,Mitsui Outlet Park,Sepang,in_stock,4.4,yes,yes
